year,breaks_ci,breaks_ci_lo,breaks_ci_hi,model,scenario,breaks_di,breaks_di_lo,breaks_di_hi,rate_ci,rate_ci_lo,rate_ci_hi,rate_di,rate_di_lo,rate_di_hi,pct_change_ci,pct_change_di
2086,40.50145261065752,0.0,132.0,CanESM5,ssp245,16.30270383584583,0.0,58.0,0.2677250965802322,0.0,0.8725542041248017,0.05062165451279562,0.0,0.18009625834497747,-22.7,-23.6
2087,37.12134657475707,0.0,121.0,CanESM5,ssp245,17.04482349867419,0.0,61.0,0.24538171982256127,0.0,0.7998413537810682,0.05292601614244431,0.0,0.18941158205247632,-29.1,-20.1
2088,38.56382310745693,0.0,127.0,CanESM5,ssp245,16.88322108518715,0.0,61.0,0.2549168634813388,0.0,0.8395029085140138,0.05242422321126269,0.0,0.18941158205247632,-26.4,-20.9
2089,36.2527101142261,0.0,120.0,CanESM5,ssp245,15.414731420611758,0.0,56.0,0.23963980773549773,0.0,0.7932310946589106,0.047864404349050635,0.0,0.17388604253997825,-30.8,-27.8
2090,38.20665459125316,0.0,125.0,CanESM5,ssp245,16.424329449872918,0.0,57.0,0.2525558870389553,0.0,0.8262823902696985,0.050999315168057495,0.0,0.17699115044247787,-27.1,-23.1
2091,37.0201403242431,0.0,123.0,CanESM5,ssp245,16.189321711197447,0.0,58.0,0.24471272028188196,0.0,0.8130618720253834,0.05026959078154773,0.0,0.18009625834497747,-29.3,-24.2
2092,38.10178837901123,0.0,125.0,CanESM5,ssp245,16.843466902041833,0.0,61.0,0.251862694202877,0.0,0.8262823902696985,0.05230078218302075,0.0,0.18941158205247632,-27.3,-21.1
2093,40.940591449044966,0.0,133.0,CanESM5,ssp245,16.22549023762253,0.0,58.0,0.27062791809257647,0.0,0.8791644632469593,0.05038189795877202,0.0,0.18009625834497747,-21.8,-24.0
2094,36.713004919546464,0.0,123.0,CanESM5,ssp245,15.89469038961932,0.0,57.0,0.24268247567124843,0.0,0.8130618720253834,0.04935472873659159,0.0,0.17699115044247787,-29.9,-25.5
2095,36.96450607368428,0.0,123.0,CanESM5,ssp245,15.997480938586115,0.0,57.0,0.24434496346962106,0.0,0.8130618720253834,0.04967390448249065,0.0,0.17699115044247787,-29.4,-25.1
2096,41.901378113493735,0.0,137.0,CanESM5,ssp245,17.434167822878848,0.0,63.0,0.2769789669056963,0.0,0.9056054997355897,0.054134972280325565,0.0,0.19562179785747555,-20.0,-18.3
2097,35.24485992351879,0.0,116.0,CanESM5,ssp245,15.568276768954423,0.0,55.0,0.2329776568186065,0.0,0.7667900581702802,0.0483411792235815,0.0,0.17078093463747865,-32.7,-27.1
2098,40.07413012097548,0.0,133.0,CanESM5,ssp245,17.05496001072993,0.0,61.0,0.26490038419470835,0.0,0.8791644632469593,0.05295749110613236,0.0,0.18941158205247632,-23.5,-20.1
2099,38.831738295485415,0.0,128.0,CanESM5,ssp245,16.32609864577046,0.0,58.0,0.2566878522969686,0.0,0.8461131676361713,0.05069429792197007,0.0,0.18009625834497747,-25.9,-23.5
2100,28.12378807175351,0.0,95.0,CanESM5,ssp245,14.449613771656155,0.0,51.0,0.1859055266509354,0.0,0.6279746166049709,0.04486760991043675,0.0,0.1583605030274802,-46.3,-32.3
2026,43.961843702833214,0.0,144.0,CanESM5,ssp370,18.027423338140437,0.0,63.0,0.2905991783635194,0.0,0.9518773135906927,0.055977094668965804,0.0,0.19562179785747555,-16.1,-15.5
2027,50.969473522541186,0.0,162.0,CanESM5,ssp370,18.341524534977168,0.0,66.0,0.33692142730394753,0.0,1.0708619777895294,0.05695241277744812,0.0,0.20493712156497437,-2.7,-14.1
2028,46.956257858131146,0.0,150.0,CanESM5,ssp370,17.97903579282341,0.0,64.0,0.31039303184909534,0.0,0.9915388683236382,0.05582684611961934,0.0,0.19872690575997515,-10.4,-15.8
2029,41.894697554293224,0.0,136.0,CanESM5,ssp370,16.98913680850192,0.0,61.0,0.2769348066783,0.0,0.8989952406134321,0.05275310296072635,0.0,0.18941158205247632,-20.0,-20.4
2030,45.79800144080377,0.0,149.0,CanESM5,ssp370,18.48179450207389,0.0,65.0,0.30273665680065953,0.0,0.9849286092014807,0.05738796616076351,0.0,0.20183201366247477,-12.6,-13.4
2031,47.73853128841684,0.0,154.0,CanESM5,ssp370,18.095684274568267,0.0,64.0,0.31556406192766284,0.0,1.0179799048122686,0.05618905224209988,0.0,0.19872690575997515,-8.9,-15.2
2032,44.20012545287775,0.0,142.0,CanESM5,ssp370,17.97002354334394,0.0,63.0,0.29217428247539495,0.0,0.9386567953463776,0.05579886211254135,0.0,0.19562179785747555,-15.6,-15.8
2033,52.22899788137008,0.0,168.0,CanESM5,ssp370,20.691895274141277,0.0,73.0,0.34524720968647593,0.0,1.110523532522475,0.06425056753343045,0.0,0.22667287688247165,-0.3,-3.1
2034,41.38380359579325,0.0,135.0,CanESM5,ssp370,16.42539142238751,0.0,58.0,0.27355766522867037,0.0,0.8923849814912744,0.051002612707304794,0.0,0.18009625834497747,-21.0,-23.0
2035,40.2093077663847,0.0,132.0,CanESM5,ssp370,16.37716440467467,0.0,58.0,0.2657939434583864,0.0,0.8725542041248017,0.05085286261349067,0.0,0.18009625834497747,-23.2,-23.3
2036,44.499519700788575,0.0,144.0,CanESM5,ssp370,17.136354238058146,0.0,61.0,0.294153356033769,0.0,0.9518773135906927,0.053210228964627064,0.0,0.18941158205247632,-15.0,-19.7
2037,40.780637962895966,0.0,132.0,CanESM5,ssp370,17.193722422269378,0.0,61.0,0.26957058410163914,0.0,0.8725542041248017,0.05338836336677341,0.0,0.18941158205247632,-22.1,-19.4
2038,42.353789757710445,0.0,137.0,CanESM5,ssp370,17.251509166031795,0.0,61.0,0.2799695251038501,0.0,0.9056054997355897,0.05356779744148981,0.0,0.18941158205247632,-19.1,-19.2
2039,44.86078938074773,0.0,144.0,CanESM5,ssp370,17.370929887718084,0.0,62.0,0.296541442231278,0.0,0.9518773135906927,0.05393861166812012,0.0,0.19251668995497592,-14.4,-18.6
2040,44.26026561768519,0.0,144.0,CanESM5,ssp370,17.660195876941287,0.0,63.0,0.2925718245484214,0.0,0.9518773135906927,0.05483681377718145,0.0,0.19562179785747555,-15.5,-17.3
2041,47.330762785086044,0.0,153.0,CanESM5,ssp370,18.99268043777886,0.0,67.0,0.31286860645879194,0.0,1.0113696456901111,0.05897432211699692,0.0,0.208042229467474,-9.6,-11.0
2042,39.746858439589914,0.0,131.0,CanESM5,ssp370,16.751764831718745,0.0,61.0,0.2627370335774056,0.0,0.865943945002644,0.05201603735978495,0.0,0.18941158205247632,-24.1,-21.5
2043,37.80948799979544,0.0,124.0,CanESM5,ssp370,16.222282180943118,0.0,59.0,0.24993051295475566,0.0,0.819672131147541,0.05037193659662511,0.0,0.1832013662474771,-27.8,-24.0
2044,40.08261005959886,0.0,131.0,CanESM5,ssp370,16.522592967813917,0.0,60.0,0.2649564387863489,0.0,0.865943945002644,0.05130443399414351,0.0,0.1863064741499767,-23.5,-22.6
2045,42.84026837777675,0.0,138.0,CanESM5,ssp370,17.649736879632435,0.0,63.0,0.28318527483987804,0.0,0.9122157588577472,0.054804337461985514,0.0,0.19562179785747555,-18.2,-17.3
2046,39.21231517583958,0.0,130.0,CanESM5,ssp370,16.13068493551626,0.0,58.0,0.259203564092012,0.0,0.8593336858804865,0.05008751726600298,0.0,0.18009625834497747,-25.1,-24.4
2047,41.26471456221442,0.0,135.0,CanESM5,ssp370,16.351349445309282,0.0,59.0,0.27277045585810694,0.0,0.8923849814912744,0.050772704379162495,0.0,0.1832013662474771,-21.2,-23.4
2048,37.26893157297038,0.0,122.0,CanESM5,ssp370,15.977130393077255,0.0,58.0,0.24635729490329442,0.0,0.8064516129032258,0.04961071384281091,0.0,0.18009625834497747,-28.8,-25.1
2049,37.77597325005449,0.0,123.0,CanESM5,ssp370,17.148753805994556,0.0,61.0,0.24970897177455376,0.0,0.8130618720253834,0.05324873096101399,0.0,0.18941158205247632,-27.9,-19.7
2050,38.521033339111625,0.0,126.0,CanESM5,ssp370,16.249395940703263,0.0,58.0,0.25463401202479924,0.0,0.8328926493918561,0.05045612774632281,0.0,0.18009625834497747,-26.5,-23.9
2051,38.33559842595406,0.0,125.0,CanESM5,ssp370,16.695633720459302,0.0,61.0,0.25340823919853295,0.0,0.8262823902696985,0.05184174420263717,0.0,0.18941158205247632,-26.8,-21.8
2052,36.724860228392416,0.0,121.0,CanESM5,ssp370,15.418017013979009,0.0,55.0,0.2427608423346934,0.0,0.7998413537810682,0.047874606470979686,0.0,0.17078093463747865,-29.9,-27.8
2053,40.65606667489751,0.0,133.0,CanESM5,ssp370,16.609404110966103,0.0,59.0,0.2687471356087884,0.0,0.8791644632469593,0.051573991960770386,0.0,0.1832013662474771,-22.4,-22.2
2054,37.29031198730009,0.0,123.0,CanESM5,ssp370,16.079784684735877,0.0,57.0,0.24649862498215291,0.0,0.8130618720253834,0.0499294664950656,0.0,0.17699115044247787,-28.8,-24.7
2055,37.51542467805828,0.0,122.0,CanESM5,ssp370,16.56678971103396,0.0,59.0,0.24798667819975068,0.0,0.8064516129032258,0.05144166965078081,0.0,0.1832013662474771,-28.4,-22.4
2056,39.363994468655996,0.0,127.0,CanESM5,ssp370,16.30367572754248,0.0,58.0,0.26020620352099416,0.0,0.8395029085140138,0.05062467234138326,0.0,0.18009625834497747,-24.8,-23.6
2057,39.10494794345601,0.0,127.0,CanESM5,ssp370,16.274941346872936,0.0,57.0,0.2584938388647277,0.0,0.8395029085140138,0.050535448988892825,0.0,0.17699115044247787,-25.3,-23.8
2058,35.99114697997983,0.0,117.0,CanESM5,ssp370,15.76407428873142,0.0,57.0,0.23791080764132622,0.0,0.7734003172924379,0.04894915164953088,0.0,0.17699115044247787,-31.3,-26.1
2059,37.77020538665242,0.0,124.0,CanESM5,ssp370,16.057829625881187,0.0,57.0,0.24967084470288486,0.0,0.819672131147541,0.049861293668316056,0.0,0.17699115044247787,-27.9,-24.8
2060,37.550908733983945,0.0,123.0,CanESM5,ssp370,16.469923629408605,0.0,59.0,0.24822123700412443,0.0,0.8130618720253834,0.05114089001524175,0.0,0.1832013662474771,-28.3,-22.8
2061,36.31583655832006,0.0,120.0,CanESM5,ssp370,16.21340117827244,0.0,59.0,0.2400570898884192,0.0,0.7932310946589106,0.05034436012505027,0.0,0.1832013662474771,-30.7,-24.0
2062,36.33399947812949,0.0,122.0,CanESM5,ssp370,16.323593754360235,0.0,59.0,0.24017715149477453,0.0,0.8064516129032258,0.05068651996385727,0.0,0.1832013662474771,-30.6,-23.5
2063,37.93256095023061,0.0,126.0,CanESM5,ssp370,16.699561285872,0.0,60.0,0.25074405704806063,0.0,0.8328926493918561,0.05185393971703773,0.0,0.1863064741499767,-27.6,-21.8
2064,36.09134126776649,0.0,118.0,CanESM5,ssp370,16.529210489406974,0.0,59.0,0.23857311784615606,0.0,0.7800105764145955,0.051324982112737075,0.0,0.1832013662474771,-31.1,-22.6
2065,38.11364700370864,0.0,125.0,CanESM5,ssp370,17.00048034304935,0.0,61.0,0.2519410827849593,0.0,0.8262823902696985,0.05278832585949185,0.0,0.18941158205247632,-27.2,-20.4
2066,37.436378936658755,0.0,124.0,CanESM5,ssp370,16.545083042036207,0.0,61.0,0.24746416536659674,0.0,0.819672131147541,0.051374268101338945,0.0,0.18941158205247632,-28.5,-22.5
2067,36.39270321272569,0.0,121.0,CanESM5,ssp370,15.89740659037526,0.0,58.0,0.24056519839189378,0.0,0.7998413537810682,0.04936316283302363,0.0,0.18009625834497747,-30.5,-25.5
2068,35.836014010154,0.0,118.0,CanESM5,ssp370,16.809501544768683,0.0,61.0,0.23688533851238763,0.0,0.7800105764145955,0.052195316083740666,0.0,0.18941158205247632,-31.6,-21.2
2069,36.920438239141134,0.0,122.0,CanESM5,ssp370,16.024037028156243,0.0,57.0,0.24405366366433853,0.0,0.8064516129032258,0.04975636400607435,0.0,0.17699115044247787,-29.5,-24.9
2070,36.39026423314096,0.0,121.0,CanESM5,ssp370,15.923991674129597,0.0,57.0,0.24054907610484505,0.0,0.7998413537810682,0.04944571238667784,0.0,0.17699115044247787,-30.5,-25.4
2071,35.99209984573612,0.0,118.0,CanESM5,ssp370,16.697445188139863,0.0,59.0,0.23791710633088392,0.0,0.7800105764145955,0.0518473690052472,0.0,0.1832013662474771,-31.3,-21.8
2072,36.33013412430943,0.0,120.0,CanESM5,ssp370,16.225335721027353,0.0,59.0,0.2401516005044251,0.0,0.7932310946589106,0.05038141816807127,0.0,0.1832013662474771,-30.6,-24.0
2073,36.43093112747358,0.0,122.0,CanESM5,ssp370,16.5926478910199,0.0,59.0,0.24081789481407706,0.0,0.8064516129032258,0.05152196208979941,0.0,0.1832013662474771,-30.4,-22.3
2074,33.970894402097905,0.0,112.0,CanESM5,ssp370,16.21123406874537,0.0,57.0,0.22455641460931983,0.0,0.74034902168165,0.05033763101613218,0.0,0.17699115044247787,-35.1,-24.1
2075,37.713937788267984,0.0,123.0,CanESM5,ssp370,16.77129923184303,0.0,59.0,0.24929890129738222,0.0,0.8130618720253834,0.05207669377998146,0.0,0.1832013662474771,-28.0,-21.4
2076,37.11753714161946,0.0,121.0,CanESM5,ssp370,16.950347596593794,0.0,61.0,0.24535653848241312,0.0,0.7998413537810682,0.05263265827229869,0.0,0.18941158205247632,-29.1,-20.6
2077,34.86166090454674,0.0,116.0,CanESM5,ssp370,16.177306058647687,0.0,59.0,0.23044461200784463,0.0,0.7667900581702802,0.05023228088386178,0.0,0.1832013662474771,-33.4,-24.2
2078,35.696213537704395,0.0,118.0,CanESM5,ssp370,16.34385078846423,0.0,59.0,0.23596122116409568,0.0,0.7800105764145955,0.05074942024053479,0.0,0.1832013662474771,-31.9,-23.4
2079,33.49700066117934,0.0,111.0,CanESM5,ssp370,16.01389625784299,0.0,57.0,0.22142385418547952,0.0,0.7337387625594923,0.04972487582003723,0.0,0.17699115044247787,-36.0,-25.0
2080,35.188586228364855,0.0,117.0,CanESM5,ssp370,16.74336123959418,0.0,59.0,0.2326056731118777,0.0,0.7734003172924379,0.051989943299469585,0.0,0.1832013662474771,-32.8,-21.6
2081,34.66276419494701,0.0,115.0,CanESM5,ssp370,16.48216497727584,0.0,59.0,0.2291298532188459,0.0,0.7601797990481227,0.051178900721241545,0.0,0.1832013662474771,-33.8,-22.8
2082,35.7181273177691,0.0,117.0,CanESM5,ssp370,16.878768572497812,0.0,59.0,0.23610607692866936,0.0,0.7734003172924379,0.052410397678925046,0.0,0.1832013662474771,-31.8,-20.9
2083,36.06476266506397,0.0,118.0,CanESM5,ssp370,16.273596688015804,0.0,57.0,0.23839742639518752,0.0,0.7800105764145955,0.05053127367804938,0.0,0.17699115044247787,-31.1,-23.8
2084,35.45272422129627,0.0,116.0,CanESM5,ssp370,16.117808816583832,0.0,57.0,0.23435169368916098,0.0,0.7667900581702802,0.050047535527352374,0.0,0.17699115044247787,-32.3,-24.5
2085,36.18640539793716,0.0,121.0,CanESM5,ssp370,16.75558320491893,0.0,59.0,0.2392015163798067,0.0,0.7998413537810682,0.052027893820583544,0.0,0.1832013662474771,-30.9,-21.5
2086,33.26747743052195,0.0,110.0,CanESM5,ssp370,16.43974888666284,0.0,58.0,0.21990664615627942,0.0,0.7271285034373347,0.05104719418308598,0.0,0.18009625834497747,-36.5,-23.0
2087,37.439704421158346,0.0,123.0,CanESM5,ssp370,16.66701390650415,0.0,58.0,0.24748614768084576,0.0,0.8130618720253834,0.05175287659215696,0.0,0.18009625834497747,-28.5,-21.9
2088,36.7206614046587,0.0,121.0,CanESM5,ssp370,17.484553069780773,0.0,62.0,0.24273308702180527,0.0,0.7998413537810682,0.054291423908650126,0.0,0.19251668995497592,-29.9,-18.1
2089,33.040204249090515,0.0,110.0,CanESM5,ssp370,15.246535833084362,0.0,56.0,0.2184043115355005,0.0,0.7271285034373347,0.04734213890105375,0.0,0.17388604253997825,-36.9,-28.6
2090,35.98560772156211,0.0,120.0,CanESM5,ssp370,16.977408390839273,0.0,60.0,0.2378741917078405,0.0,0.7932310946589106,0.05271668495835824,0.0,0.1863064741499767,-31.3,-20.5
2091,35.1323289799952,0.0,116.0,CanESM5,ssp370,16.864918604562185,0.0,60.0,0.23223379812265468,0.0,0.7667900581702802,0.052367392034038764,0.0,0.1863064741499767,-32.9,-21.0
2092,34.86170180281795,0.0,116.0,CanESM5,ssp370,16.359733151155446,0.0,59.0,0.23044488235601499,0.0,0.7667900581702802,0.05079873669043765,0.0,0.1832013662474771,-33.4,-23.4
2093,34.33931737533979,0.0,114.0,CanESM5,ssp370,16.481709242493267,0.0,59.0,0.22699178592900443,0.0,0.7535695399259651,0.05117748561556673,0.0,0.1832013662474771,-34.4,-22.8
2094,33.10864036038817,0.0,110.0,CanESM5,ssp370,16.995951201043816,0.0,60.0,0.2188566919644908,0.0,0.7271285034373347,0.05277426238485892,0.0,0.1863064741499767,-36.8,-20.4
2095,33.78018637003378,0.0,110.0,CanESM5,ssp370,16.561527353431863,0.0,60.0,0.22329578510069925,0.0,0.7271285034373347,0.05142532946260476,0.0,0.1863064741499767,-35.5,-22.4
2096,33.63915812942098,0.0,109.0,CanESM5,ssp370,16.503286575664813,0.0,59.0,0.22236355188670662,0.0,0.7205182443151772,0.05124448556331257,0.0,0.1832013662474771,-35.8,-22.7
2097,33.74971794930531,0.0,112.0,CanESM5,ssp370,16.665544676361243,0.0,60.0,0.2230943809446411,0.0,0.74034902168165,0.05174831447402963,0.0,0.1863064741499767,-35.6,-21.9
2098,34.95304959397054,0.0,116.0,CanESM5,ssp370,16.235313089454554,0.0,58.0,0.23104871492577037,0.0,0.7667900581702802,0.05041239897362072,0.0,0.18009625834497747,-33.3,-23.9
2099,34.07620346527016,0.0,112.0,CanESM5,ssp370,16.498318741812103,0.0,58.0,0.22525253480480012,0.0,0.74034902168165,0.05122905990315821,0.0,0.18009625834497747,-34.9,-22.7
2100,26.60096878674655,0.0,90.0,CanESM5,ssp370,15.287051360210981,0.0,54.0,0.17583929658082065,0.0,0.594923320994183,0.04746794398450856,0.0,0.16767582673497902,-49.2,-28.4
2026,45.04681935592082,0.0,145.0,CanESM5,ssp585,17.712287136607547,0.0,64.0,0.2977711485716606,0.0,0.9584875727128503,0.05499856275922231,0.0,0.19872690575997515,-14.0,-17.0
2027,44.73596073160667,0.0,144.0,CanESM5,ssp585,17.627262640991603,0.0,62.0,0.29571629251458664,0.0,0.9518773135906927,0.0547345525259792,0.0,0.19251668995497592,-14.6,-17.4
2028,45.93231426309999,0.0,147.0,CanESM5,ssp585,18.59692086958838,0.0,65.0,0.30362449935946584,0.0,0.9717080909571655,0.05774544595431883,0.0,0.20183201366247477,-12.3,-12.9
2029,44.81941536934801,0.0,145.0,CanESM5,ssp585,17.493211549189077,0.0,62.0,0.29626794929500266,0.0,0.9584875727128503,0.05431830942148448,0.0,0.19251668995497592,-14.4,-18.0
2030,44.469779068856454,0.0,145.0,CanESM5,ssp585,17.187553783559405,0.0,61.0,0.29395676275024096,0.0,0.9584875727128503,0.05336920907796741,0.0,0.18941158205247632,-15.1,-19.5
2031,48.55518217008766,0.0,157.0,CanESM5,ssp585,19.148320291969334,0.0,66.0,0.32096233586784545,0.0,1.0378106821787414,0.05945760065818765,0.0,0.20493712156497437,-7.3,-10.3
2032,42.69821112412859,0.0,138.0,CanESM5,ssp585,17.232640582175488,0.0,61.0,0.28224623958308165,0.0,0.9122157588577472,0.053509208452648616,0.0,0.18941158205247632,-18.5,-19.3
2033,40.44784220484055,0.0,131.0,CanESM5,ssp585,16.772240252731073,0.0,59.0,0.2673707179061379,0.0,0.865943945002644,0.052079615751377345,0.0,0.1832013662474771,-22.8,-21.4
2034,47.92825860616495,0.0,154.0,CanESM5,ssp585,18.47213283573122,0.0,64.0,0.31681820866052984,0.0,1.0179799048122686,0.05735796564425157,0.0,0.19872690575997515,-8.5,-13.5
2035,42.648990762691824,0.0,139.0,CanESM5,ssp585,17.4441159158061,0.0,63.0,0.28192088023989836,0.0,0.9188260179799048,0.054165862182288776,0.0,0.19562179785747555,-18.6,-18.3
2036,42.987683636976925,0.0,140.0,CanESM5,ssp585,16.658567879208434,0.0,59.0,0.2841597279017512,0.0,0.9254362771020624,0.05172665076605631,0.0,0.1832013662474771,-17.9,-22.0
2037,37.59290596724945,0.0,123.0,CanESM5,ssp585,16.431166667937134,0.0,59.0,0.2484988495984231,0.0,0.8130618720253834,0.05102054546789981,0.0,0.1832013662474771,-28.2,-23.0
2038,40.658279666014764,0.0,133.0,CanESM5,ssp585,16.72178313191264,0.0,60.0,0.2687617640535085,0.0,0.8791644632469593,0.05192294094678665,0.0,0.1863064741499767,-22.4,-21.7
2039,39.201856521233466,0.0,128.0,CanESM5,ssp585,16.78167749684626,0.0,60.0,0.25913442967499645,0.0,0.8461131676361713,0.052108919412657224,0.0,0.1863064741499767,-25.2,-21.4
2040,44.3370133832291,0.0,144.0,CanESM5,ssp585,18.281619297491126,0.0,65.0,0.29307914716571326,0.0,0.9518773135906927,0.056766400551129095,0.0,0.20183201366247477,-15.4,-14.4
2041,39.9079658332915,0.0,130.0,CanESM5,ssp585,16.91643823829147,0.0,60.0,0.2638019951962685,0.0,0.8593336858804865,0.05252736605586545,0.0,0.1863064741499767,-23.8,-20.7
2042,37.604351550216585,0.0,123.0,CanESM5,ssp585,16.243091401847572,0.0,58.0,0.24857450786764004,0.0,0.8130618720253834,0.05043655147290039,0.0,0.18009625834497747,-28.2,-23.9
2043,40.71409596204931,0.0,133.0,CanESM5,ssp585,17.153324853710888,0.0,61.0,0.2691307242335359,0.0,0.8791644632469593,0.05326292455740068,0.0,0.18941158205247632,-22.3,-19.6
2044,41.26367981676242,0.0,134.0,CanESM5,ssp585,17.047644999267064,0.0,60.0,0.2727636159225438,0.0,0.8857747223691169,0.052934777206232145,0.0,0.1863064741499767,-21.2,-20.1
2045,38.151191717803954,0.0,124.0,CanESM5,ssp585,16.11398930240278,0.0,57.0,0.25218926307379663,0.0,0.819672131147541,0.050035675523685076,0.0,0.17699115044247787,-27.2,-24.5
2046,41.22055104865794,0.0,134.0,CanESM5,ssp585,17.5111962545563,0.0,62.0,0.27247852358975366,0.0,0.8857747223691169,0.05437415387224437,0.0,0.19251668995497592,-21.3,-18.0
2047,36.61944386286498,0.0,120.0,CanESM5,ssp585,15.953633624894726,0.0,57.0,0.242064012842841,0.0,0.7932310946589106,0.04953775384224414,0.0,0.17699115044247787,-30.1,-25.3
2048,40.37337075146643,0.0,131.0,CanESM5,ssp585,16.98277566557738,0.0,61.0,0.26687844230213137,0.0,0.865943945002644,0.052733350925562424,0.0,0.18941158205247632,-22.9,-20.4
2049,39.540558036982524,0.0,129.0,CanESM5,ssp585,16.385521828966326,0.0,57.0,0.2613733344591653,0.0,0.8527234267583289,0.05087881331770323,0.0,0.17699115044247787,-24.5,-23.2
2050,36.34735821174394,0.0,119.0,CanESM5,ssp585,15.708739760351916,0.0,56.0,0.2402654561855099,0.0,0.786620835536753,0.04877733196817859,0.0,0.17388604253997825,-30.6,-26.4
2051,39.65789902569432,0.0,130.0,CanESM5,ssp585,16.73266017612868,0.0,60.0,0.26214898880020043,0.0,0.8593336858804865,0.05195671534273771,0.0,0.1863064741499767,-24.3,-21.6
2052,41.561696362041346,0.0,134.0,CanESM5,ssp585,17.03133615215499,0.0,60.0,0.2747335825095277,0.0,0.8857747223691169,0.052884136476183785,0.0,0.1863064741499767,-20.7,-20.2
2053,40.23867427225622,0.0,132.0,CanESM5,ssp585,16.955225285423687,0.0,61.0,0.2659880636717095,0.0,0.8725542041248017,0.05264780402243033,0.0,0.18941158205247632,-23.2,-20.6
2054,37.446979760658365,0.0,124.0,CanESM5,ssp585,16.585949696373127,0.0,58.0,0.24753423956014256,0.0,0.819672131147541,0.05150116347266923,0.0,0.18009625834497747,-28.5,-22.3
2055,35.455456942451534,0.0,117.0,CanESM5,ssp585,16.234414473620973,0.0,57.0,0.23436975768410584,0.0,0.7734003172924379,0.05040960867449456,0.0,0.17699115044247787,-32.3,-23.9
2056,45.02646956583877,0.0,146.0,CanESM5,ssp585,18.347436793088086,0.0,64.0,0.29763663118613676,0.0,0.965097831835008,0.05697077097682995,0.0,0.19872690575997515,-14.0,-14.0
2057,35.88870259107885,0.0,120.0,CanESM5,ssp585,15.862739981308339,0.0,56.0,0.23723362368507964,0.0,0.7932310946589106,0.04925551927125707,0.0,0.17388604253997825,-31.5,-25.7
2058,39.25714842304227,0.0,128.0,CanESM5,ssp585,17.22075655668042,0.0,60.0,0.2594999234733095,0.0,0.8461131676361713,0.053472307271170375,0.0,0.1863064741499767,-25.1,-19.3
2059,36.95288919643984,0.0,122.0,CanESM5,ssp585,15.946293749805177,0.0,57.0,0.24426817290084507,0.0,0.8064516129032258,0.04951496273810022,0.0,0.17699115044247787,-29.5,-25.3
2060,35.93552194686304,0.0,119.0,CanESM5,ssp585,16.875580360321795,0.0,61.0,0.23754311175874565,0.0,0.786620835536753,0.05240049793610245,0.0,0.18941158205247632,-31.4,-20.9
2061,34.79316864745559,0.0,115.0,CanESM5,ssp585,16.125838836200188,0.0,58.0,0.2299918604406107,0.0,0.7601797990481227,0.050072469604720345,0.0,0.18009625834497747,-33.6,-24.5
2062,36.0980595005327,0.0,121.0,CanESM5,ssp585,17.030559844189778,0.0,59.0,0.23861752710558368,0.0,0.7998413537810682,0.05288172595618624,0.0,0.1832013662474771,-31.1,-20.2
2063,34.58248455620131,0.0,115.0,CanESM5,ssp585,15.526812715431506,0.0,55.0,0.22859918400450363,0.0,0.7601797990481227,0.04821242886331782,0.0,0.17078093463747865,-34.0,-27.3
2064,36.41965718916434,0.0,120.0,CanESM5,ssp585,16.636823424749643,0.0,60.0,0.24074337116052577,0.0,0.7932310946589106,0.05165913188868077,0.0,0.1863064741499767,-30.5,-22.1
2065,38.4558139127315,0.0,125.0,CanESM5,ssp585,17.220312058541577,0.0,62.0,0.2542028947166281,0.0,0.8262823902696985,0.05347092705648681,0.0,0.19251668995497592,-26.6,-19.3
2066,36.59507539423029,0.0,121.0,CanESM5,ssp585,15.941230871420604,0.0,56.0,0.2419029309507555,0.0,0.7998413537810682,0.04949924195441889,0.0,0.17388604253997825,-30.1,-25.3
2067,35.31223264544512,0.0,116.0,CanESM5,ssp585,15.832063427397147,0.0,56.0,0.23342300796830462,0.0,0.7667900581702802,0.04916026526128597,0.0,0.17388604253997825,-32.6,-25.8
2068,36.1936496151304,0.0,119.0,CanESM5,ssp585,16.62877104081086,0.0,58.0,0.2392494025325912,0.0,0.786620835536753,0.0516341283676785,0.0,0.18009625834497747,-30.9,-22.1
2069,35.2360065283813,0.0,116.0,CanESM5,ssp585,16.794397579903492,0.0,60.0,0.23291913358263686,0.0,0.7667900581702802,0.05214841664307869,0.0,0.1863064741499767,-32.7,-21.3
2070,33.768515170259775,0.0,112.0,CanESM5,ssp585,16.7282655719943,0.0,60.0,0.2232186354459266,0.0,0.74034902168165,0.05194306962271169,0.0,0.1863064741499767,-35.5,-21.6
2071,32.363608218283844,0.0,107.0,CanESM5,ssp585,16.1820249083795,0.0,58.0,0.21393183645084507,0.0,0.7072977260708619,0.05024693342145474,0.0,0.18009625834497747,-38.2,-24.2
2072,36.24836239887187,0.0,118.0,CanESM5,ssp585,16.886980335330804,0.0,60.0,0.2396110682104169,0.0,0.7800105764145955,0.05243589608859123,0.0,0.1863064741499767,-30.8,-20.9
2073,34.60593018441072,0.0,115.0,CanESM5,ssp585,16.632324180205487,0.0,59.0,0.22875416568224957,0.0,0.7601797990481227,0.05164516124889143,0.0,0.1832013662474771,-33.9,-22.1
2074,35.46670711267207,0.0,117.0,CanESM5,ssp585,16.76344870249038,0.0,60.0,0.23444412422443198,0.0,0.7734003172924379,0.052052317039249736,0.0,0.1863064741499767,-32.3,-21.5
