year,breaks_ci,breaks_ci_lo,breaks_ci_hi,model,scenario,breaks_di,breaks_di_lo,breaks_di_hi,rate_ci,rate_ci_lo,rate_ci_hi,rate_di,rate_di_lo,rate_di_hi,pct_change_ci,pct_change_di
2058,43.04898644447965,0.0,139.0,CanESM5,ssp245,17.177838630681226,0.0,61.0,0.28456495534426,0.0,0.9188260179799048,0.05333904247999138,0.0,0.18941158205247632,-17.8,-19.5
2059,35.93238749386909,0.0,119.0,CanESM5,ssp245,16.40489154830654,0.0,59.0,0.23752239221224944,0.0,0.786620835536753,0.05093895838629573,0.0,0.1832013662474771,-31.4,-23.1
2060,39.33688128342056,0.0,129.0,CanESM5,ssp245,16.074550725621254,0.0,57.0,0.2600269783409609,0.0,0.8527234267583289,0.049913214487257426,0.0,0.17699115044247787,-24.9,-24.7
2061,39.800526627962974,0.0,131.0,CanESM5,ssp245,17.05243856392912,0.0,59.0,0.26309179420916823,0.0,0.865943945002644,0.05294966174174544,0.0,0.1832013662474771,-24.0,-20.1
2062,44.18044817483237,0.0,143.0,CanESM5,ssp245,18.259747249407006,0.0,65.0,0.2920442105686963,0.0,0.9452670544685352,0.05669848548177924,0.0,0.20183201366247477,-15.7,-14.5
2063,41.12214958811059,0.0,136.0,CanESM5,ssp245,17.181937662966845,0.0,60.0,0.27182806443753693,0.0,0.8989952406134321,0.05335177041753406,0.0,0.1863064741499767,-21.5,-19.5
2064,42.97467822286616,0.0,139.0,CanESM5,ssp245,18.207434795734045,0.0,64.0,0.2840737587444881,0.0,0.9188260179799048,0.056536049668480186,0.0,0.19872690575997515,-18.0,-14.7
2065,41.33889293806666,0.0,135.0,CanESM5,ssp245,17.16751889558403,0.0,61.0,0.27326079414375104,0.0,0.8923849814912744,0.05330699858898938,0.0,0.18941158205247632,-21.1,-19.6
2066,35.30800804157863,0.0,117.0,CanESM5,ssp245,15.70337863950935,0.0,57.0,0.23339508224205863,0.0,0.7734003172924379,0.04876068510948408,0.0,0.17699115044247787,-32.6,-26.4
2067,41.49407856064944,0.0,134.0,CanESM5,ssp245,17.65837367028364,0.0,62.0,0.2742866113210566,0.0,0.8857747223691169,0.05483115562888881,0.0,0.19251668995497592,-20.8,-17.3
2068,35.9066507444063,0.0,118.0,CanESM5,ssp245,15.741806656263988,0.0,57.0,0.2373522656293383,0.0,0.7800105764145955,0.048880008247986294,0.0,0.17699115044247787,-31.4,-26.3
2069,39.598110287018045,0.0,130.0,CanESM5,ssp245,17.065697929690607,0.0,61.0,0.2617537697449633,0.0,0.8593336858804865,0.05299083350315357,0.0,0.18941158205247632,-24.4,-20.0
2070,40.24888433962404,0.0,132.0,CanESM5,ssp245,16.97521131100668,0.0,61.0,0.2660555548626655,0.0,0.8725542041248017,0.05270986278840764,0.0,0.18941158205247632,-23.2,-20.5
2071,37.35043980670681,0.0,122.0,CanESM5,ssp245,15.71551638567558,0.0,58.0,0.2468960854488816,0.0,0.8064516129032258,0.04879837412102338,0.0,0.18009625834497747,-28.7,-26.4
2072,38.332052057014636,0.0,124.0,CanESM5,ssp245,16.943985501637094,0.0,60.0,0.25338479678090053,0.0,0.819672131147541,0.05261290328097219,0.0,0.1863064741499767,-26.8,-20.6
2073,38.42731785626827,0.0,127.0,CanESM5,ssp245,16.250376738044114,0.0,57.0,0.2540145283994465,0.0,0.8395029085140138,0.05045917322789664,0.0,0.17699115044247787,-26.6,-23.9
2074,37.0807825810459,0.0,121.0,CanESM5,ssp245,16.274643670823856,0.0,58.0,0.24511358131310088,0.0,0.7998413537810682,0.05053452467264045,0.0,0.18009625834497747,-29.2,-23.8
2075,38.669605203996056,0.0,125.0,CanESM5,ssp245,16.732739830624094,0.0,61.0,0.2556161105499475,0.0,0.8262823902696985,0.05195696267854089,0.0,0.18941158205247632,-26.2,-21.6
2076,42.098856541788834,0.0,137.0,CanESM5,ssp245,17.306119554403185,0.0,61.0,0.2782843504877633,0.0,0.9056054997355897,0.05373736858998039,0.0,0.18941158205247632,-19.6,-18.9
2077,36.05694316313349,0.0,119.0,CanESM5,ssp245,15.996104634345432,0.0,58.0,0.23834573746122084,0.0,0.786620835536753,0.04966963090931666,0.0,0.18009625834497747,-31.2,-25.1
2078,39.093012810958044,0.0,128.0,CanESM5,ssp245,16.438993425411557,0.0,60.0,0.2584149445462589,0.0,0.8461131676361713,0.051044848394384584,0.0,0.1863064741499767,-25.4,-23.0
2079,35.79614735833222,0.0,117.0,CanESM5,ssp245,15.922543629581135,0.0,58.0,0.2366218096135128,0.0,0.7734003172924379,0.04944121605210723,0.0,0.18009625834497747,-31.7,-25.4
2080,42.47083155161658,0.0,138.0,CanESM5,ssp245,17.942071616567457,0.0,63.0,0.2807432016896918,0.0,0.9122157588577472,0.0557120683638176,0.0,0.19562179785747555,-18.9,-15.9
2081,40.123836759205346,0.0,130.0,CanESM5,ssp245,16.81650213985142,0.0,61.0,0.2652289579534991,0.0,0.8593336858804865,0.052217053686854274,0.0,0.18941158205247632,-23.4,-21.2
2082,39.098102646348586,0.0,128.0,CanESM5,ssp245,17.60333627703861,0.0,63.0,0.2584485896770795,0.0,0.8461131676361713,0.054660258584190685,0.0,0.19562179785747555,-25.4,-17.5
2083,39.18062639767791,0.0,129.0,CanESM5,ssp245,16.72909884631214,0.0,60.0,0.25899409305709886,0.0,0.8527234267583289,0.05194565702938097,0.0,0.1863064741499767,-25.2,-21.6
2084,35.62629492476681,0.0,118.0,CanESM5,ssp245,15.871755293403297,0.0,58.0,0.2354990410151164,0.0,0.7800105764145955,0.04928351278808662,0.0,0.18009625834497747,-32.0,-25.6
2085,38.27657672343979,0.0,125.0,CanESM5,ssp245,16.11896676760697,0.0,58.0,0.2530180904510827,0.0,0.8262823902696985,0.05005113109022503,0.0,0.18009625834497747,-26.9,-24.5
