year,month,month_str,n_days,n_valid_temp,missing_days,Tmean,Tmin,Tmax,ADD,FI,FD,FTC,FI_cum,TI,TD,TIG,TDG,RI,RD,PREC
2013,6,2013-06,30,30,3,17.588,12.01,22.89,10.88,0.0,0,0,-510.9,527.65,30,3.7,7.1,0.0,-82.39,142.25
2013,7,2013-07,31,31,1,20.329,14.548,26.055,11.506,0.0,0,0,-510.9,630.2,31,3.5,5.3,0.0,-98.55,137.6
2013,8,2013-08,31,31,0,18.303,11.448,25.119,13.671,0.0,0,0,-510.9,567.4,31,4.4,4.1,0.0,-83.92,57.85
2013,9,2013-09,30,30,1,14.342,7.408,21.232,13.823,0.0,0,1,-510.9,430.25,30,13.1,8.4,0.0,-87.79,71.55
2013,10,2013-10,31,31,1,9.634,4.031,15.202,11.171,0.0,0,4,0.0,298.65,31,5.4,5.4,0.0,-66.09,137.35
2013,11,2013-11,30,30,0,0.743,-3.507,4.987,8.493,-56.5,14,15,-56.5,78.8,16,7.1,8.4,0.0,-75.02,33.4
2013,12,2013-12,31,31,0,-5.461,-8.768,-2.123,6.645,-180.8,24,10,-237.3,11.5,6,8.2,8.7,0.0,-38.02,50.0
2014,1,2014-01,31,31,1,-9.713,-14.171,-5.406,8.765,-306.7,27,4,-544.0,5.6,4,11.1,10.1,0.0,-28.66,28.55
2014,2,2014-02,28,28,2,-11.675,-17.343,-5.968,11.375,-327.2,27,5,-871.2,0.3,1,7.5,8.7,0.0,-29.74,28.8
2014,3,2014-03,31,31,0,-6.419,-11.832,-1.0,10.832,-215.1,23,16,-1086.3,16.1,8,13.2,12.1,0.0,-36.81,14.0
2014,4,2014-04,30,30,2,4.745,-1.355,10.808,12.163,-8.0,4,20,-1094.3,150.35,26,6.7,13.6,0.0,-67.98,98.45
2014,5,2014-05,31,31,6,12.481,6.621,18.769,12.148,0.0,0,0,-1094.3,386.9,31,4.9,7.2,0.0,-81.8,34.8
2014,6,2014-06,30,30,0,18.233,10.857,25.54,14.683,0.0,0,0,-1094.3,547.0,30,5.6,6.9,0.0,-82.39,46.7
2014,7,2014-07,31,31,3,17.885,11.453,24.339,12.885,0.0,0,0,-1094.3,554.45,31,4.7,6.2,0.0,-98.55,157.25
2014,8,2014-08,31,31,4,17.819,11.263,24.324,13.061,0.0,0,0,-1094.3,552.4,31,5.7,6.7,0.0,-83.92,83.8
2014,9,2014-09,30,30,1,14.508,7.955,21.037,13.082,0.0,0,0,-1094.3,435.25,30,5.7,9.3,0.0,-87.79,177.3
2014,10,2014-10,31,31,2,9.382,4.384,14.171,9.787,0.0,0,7,0.0,290.85,31,8.3,10.0,0.0,-66.09,66.65
2014,11,2014-11,30,30,1,0.12,-3.705,3.942,7.647,-60.6,14,15,-60.6,64.2,16,8.0,6.0,0.0,-75.02,34.8
2014,12,2014-12,31,31,0,-1.277,-4.216,1.658,5.874,-68.0,18,13,-128.6,28.4,13,4.8,4.9,0.0,-38.02,17.6
2015,1,2015-01,31,31,2,-9.597,-14.674,-4.455,10.219,-297.5,31,2,-426.1,0.0,0,7.8,9.5,0.0,-28.66,21.5
2015,2,2015-02,28,28,0,-14.768,-20.239,-9.261,10.979,-413.5,28,0,-839.6,0.0,0,8.1,8.8,0.0,-29.74,9.15
2015,3,2015-03,31,31,6,-2.644,-7.445,2.134,9.579,-108.25,17,18,-947.85,26.3,14,10.9,10.1,0.0,-36.81,4.85
2015,4,2015-04,30,30,0,6.033,-0.27,12.317,12.587,-5.0,3,15,-952.85,186.0,27,7.5,5.1,0.0,-67.98,73.7
2015,5,2015-05,31,31,0,15.213,7.542,22.829,15.287,0.0,0,3,-952.85,471.6,31,8.0,11.1,0.0,-81.8,66.1
2015,6,2015-06,30,30,1,16.695,10.353,22.885,12.532,0.0,0,0,-952.85,500.85,30,5.3,5.8,0.0,-82.39,124.3
2015,7,2015-07,31,31,1,19.19,11.956,26.373,14.416,0.0,0,0,-952.85,594.9,31,6.3,4.0,0.0,-98.55,0.6
2015,8,2015-08,31,31,0,18.594,12.342,24.8,12.458,0.0,0,0,-952.85,576.4,31,5.9,4.3,0.0,-83.92,83.9
2015,9,2015-09,30,30,0,17.57,10.623,24.463,13.84,0.0,0,0,-952.85,527.1,30,5.3,7.7,0.0,-87.79,55.9
2015,10,2015-10,31,31,0,8.642,3.103,14.132,11.029,0.0,0,10,0.0,267.9,31,8.5,5.8,0.0,-66.09,92.0
2015,11,2015-11,30,30,0,4.963,-0.653,10.56,11.213,-17.1,5,14,-17.1,166.0,25,8.4,9.4,0.0,-75.02,49.5
2015,12,2015-12,31,31,1,2.819,-0.731,6.34,7.071,-11.8,6,16,-28.9,99.2,25,7.6,6.5,0.0,-38.02,57.4
2016,1,2016-01,31,31,0,-5.155,-8.968,-1.316,7.652,-169.3,26,10,-198.2,9.5,4,6.8,8.8,0.0,-28.66,27.8
2016,2,2016-02,29,29,0,-3.634,-8.317,1.079,9.397,-132.5,21,17,-330.7,27.1,8,13.5,9.2,0.0,-29.74,35.7
2016,3,2016-03,31,31,0,2.11,-2.765,6.977,9.742,-46.4,11,17,-377.1,111.8,20,10.9,6.0,0.0,-36.81,130.4
2016,4,2016-04,30,30,0,3.607,-2.61,9.807,12.417,-32.5,8,17,-409.6,140.7,22,8.8,6.0,0.0,-67.98,56.6
2016,5,2016-05,31,31,0,12.961,5.942,19.929,13.987,0.0,0,1,-409.6,401.8,31,5.8,8.9,0.0,-81.8,68.0
2016,6,2016-06,30,30,0,17.437,9.423,25.39,15.967,0.0,0,0,-409.6,523.1,30,8.6,9.2,0.0,-82.39,39.7
2016,7,2016-07,31,31,1,21.19,13.787,28.59,14.803,0.0,0,0,-409.6,656.9,31,5.2,4.6,0.0,-98.55,84.05
2016,8,2016-08,31,31,0,21.319,14.371,28.226,13.855,0.0,0,0,-409.6,660.9,31,4.5,6.1,0.0,-83.92,103.1
2016,9,2016-09,30,30,0,16.6,9.603,23.557,13.953,0.0,0,0,-409.6,498.0,30,4.2,6.6,0.0,-87.79,58.9
2016,10,2016-10,31,31,1,9.918,4.494,15.461,10.968,-0.6,1,11,-0.6,308.05,30,9.3,9.5,0.0,-66.09,37.0
2016,11,2016-11,30,30,0,5.06,-0.673,10.757,11.43,-8.8,4,17,-9.4,160.6,26,5.8,7.6,0.0,-75.02,59.0
2016,12,2016-12,31,31,0,-2.897,-5.597,-0.2,5.397,-104.3,22,11,-113.7,14.5,9,5.7,4.3,0.0,-38.02,56.0
2017,1,2017-01,31,31,1,-3.026,-6.158,0.123,6.281,-118.1,17,13,-231.8,24.3,14,8.6,8.9,0.0,-28.66,82.3
2017,2,2017-02,28,28,0,-1.211,-5.964,3.568,9.532,-83.6,17,17,-315.4,49.7,11,8.8,6.2,0.0,-29.74,56.4
2017,3,2017-03,31,31,0,-1.277,-5.655,3.11,8.765,-102.9,16,14,-418.3,63.3,15,12.0,8.7,0.0,-36.81,63.7
2017,4,2017-04,30,30,0,8.613,2.803,14.373,11.57,0.0,0,8,-418.3,258.4,30,7.8,10.0,0.0,-67.98,145.3
2017,5,2017-05,31,31,0,11.171,5.787,16.519,10.732,0.0,0,2,-418.3,346.3,31,6.1,10.2,0.0,-81.8,109.75
2017,6,2017-06,30,30,0,17.927,11.483,24.31,12.827,0.0,0,0,-418.3,537.8,30,5.0,4.7,0.0,-82.39,85.75
2017,7,2017-07,31,31,0,19.784,13.671,25.845,12.174,0.0,0,0,-418.3,613.3,31,5.4,4.6,0.0,-98.55,80.3
2017,8,2017-08,31,31,0,17.81,11.316,24.252,12.935,0.0,0,0,-418.3,552.1,31,3.4,5.9,0.0,-83.92,52.9
2017,9,2017-09,30,30,0,16.507,9.103,23.863,14.76,0.0,0,0,-418.3,495.2,30,4.8,8.3,0.0,-87.79,13.5
2017,10,2017-10,31,20,21,10.305,5.505,15.085,9.58,0.0,0,1,0.0,206.1,20,3.1,5.291,0.0,-66.09,15.8
2017,11,2017-11,30,30,0,2.0,-2.387,6.35,8.737,-19.2,5,22,-19.2,79.2,25,8.8,9.7,0.0,-75.02,75.9
2017,12,2017-12,31,31,0,-6.377,-10.416,-2.3,8.116,-212.6,25,10,-231.8,14.9,6,7.4,7.2,0.0,-38.02,21.2
2018,1,2018-01,31,31,0,-7.519,-12.342,-2.655,9.687,-246.5,27,10,-478.3,13.4,3,12.6,15.2,0.0,-28.66,59.8
2018,2,2018-02,28,28,0,-3.246,-8.021,1.532,9.554,-137.0,18,12,-615.3,46.1,10,10.9,8.5,0.0,-29.74,58.35
2018,3,2018-03,31,31,0,-1.068,-5.384,3.268,8.652,-52.5,23,23,-667.8,19.4,8,5.9,3.5,0.0,-36.81,29.3
2018,4,2018-04,30,30,0,2.173,-2.9,7.233,10.133,-20.4,12,25,-688.2,85.6,18,6.9,5.8,0.0,-67.98,96.9
2018,5,2018-05,31,31,0,15.977,8.565,23.348,14.784,0.0,0,0,-688.2,495.3,31,5.5,5.5,0.0,-81.8,72.3
2018,6,2018-06,30,30,0,18.017,11.263,24.717,13.453,0.0,0,0,-688.2,540.5,30,5.1,4.3,0.0,-82.39,64.5
2018,7,2018-07,31,31,0,20.765,13.326,28.145,14.819,0.0,0,0,-688.2,643.7,31,4.7,6.9,0.0,-98.55,72.1
2018,8,2018-08,31,31,0,20.816,14.671,26.9,12.229,0.0,0,0,-688.2,645.3,31,4.1,6.3,0.0,-83.92,92.3
2018,9,2018-09,30,30,0,17.053,11.04,23.017,11.977,0.0,0,0,-688.2,511.6,30,6.3,10.6,0.0,-87.79,51.5
2018,10,2018-10,31,31,0,7.923,2.974,12.832,9.858,0.0,0,9,0.0,245.6,31,10.0,8.0,0.0,-66.09,53.6
2018,11,2018-11,30,30,0,0.047,-2.87,2.97,5.84,-45.7,16,16,-45.7,47.1,14,9.1,5.5,0.0,-75.02,71.7
2018,12,2018-12,31,31,0,-1.381,-4.503,1.752,6.255,-61.1,21,15,-106.8,18.3,10,8.2,8.4,0.0,-38.02,59.2
2019,1,2019-01,31,31,0,-7.874,-12.429,-3.284,9.145,-250.8,27,7,-357.6,6.7,4,14.0,11.2,0.0,-28.66,27.8
2019,2,2019-02,28,28,0,-5.564,-10.275,-0.821,9.454,-170.3,23,11,-527.9,14.5,5,10.6,7.4,0.0,-29.74,44.2
2019,3,2019-03,31,31,0,-2.532,-7.335,2.294,9.629,-114.9,20,19,-642.8,36.4,11,10.6,8.2,0.0,-36.81,60.3
2019,4,2019-04,30,30,0,5.107,-0.183,10.347,10.53,-3.8,2,16,-646.6,157.0,28,9.0,5.3,0.0,-67.98,93.3
2019,5,2019-05,31,31,0,11.306,5.139,17.423,12.284,0.0,0,0,-646.6,350.5,31,8.4,7.5,0.0,-81.8,79.4
2019,6,2019-06,30,30,1,16.805,10.193,23.365,13.172,0.0,0,0,-646.6,504.15,30,4.5,6.5,0.0,-82.39,55.05
2019,7,2019-07,31,31,1,21.339,14.161,28.469,14.308,0.0,0,0,-646.6,661.5,31,5.2,8.2,0.0,-98.55,50.6
2019,8,2019-08,31,31,0,19.013,11.894,26.09,14.197,0.0,0,0,-646.6,589.4,31,5.9,6.1,0.0,-83.92,59.1
2019,9,2019-09,30,30,0,15.473,8.813,22.077,13.263,0.0,0,0,-646.6,464.2,30,7.1,8.5,0.0,-87.79,30.1
2019,10,2019-10,31,31,0,8.626,2.448,14.765,12.316,0.0,0,8,0.0,267.4,31,7.3,8.6,0.0,-66.09,132.5
2019,11,2019-11,30,30,0,-0.563,-4.39,3.25,7.64,-56.0,14,18,-56.0,39.1,16,4.6,6.8,0.0,-75.02,34.4
2019,12,2019-12,31,31,0,-2.1,-5.81,1.616,7.426,-90.0,21,14,-146.0,24.9,10,7.9,8.7,0.0,-38.02,44.1
2020,1,2020-01,31,31,0,-2.465,-5.842,0.932,6.774,-96.6,23,15,-242.6,20.2,8,9.1,9.5,0.0,-28.66,78.8
2020,2,2020-02,29,29,0,-4.897,-8.786,-0.976,7.81,-148.0,22,11,-390.6,6.0,6,10.7,9.5,0.0,-29.74,22.7
2020,3,2020-03,31,31,1,1.881,-3.121,6.863,9.984,-28.3,11,24,-418.9,86.6,20,9.6,9.5,0.0,-36.81,70.2
2020,4,2020-04,30,30,0,4.74,-1.253,10.677,11.93,-3.8,3,22,-422.7,146.0,27,5.3,5.4,0.0,-67.98,39.6
2020,5,2020-05,31,31,0,11.003,4.597,17.348,12.752,0.0,0,8,-422.7,341.1,31,4.4,7.2,0.0,-81.8,45.0
2020,6,2020-06,30,30,1,18.182,10.5,25.817,15.317,0.0,0,0,-422.7,545.45,30,6.2,7.9,0.0,-82.39,37.4
2020,7,2020-07,31,31,0,22.494,15.368,29.565,14.197,0.0,0,0,-422.7,697.3,31,3.8,4.4,0.0,-98.55,81.0
2020,8,2020-08,31,31,0,19.523,12.506,26.487,13.981,0.0,0,0,-422.7,605.2,31,5.8,6.1,0.0,-83.92,96.0
2020,9,2020-09,30,30,0,14.563,7.693,21.39,13.697,0.0,0,3,-422.7,436.9,30,8.3,8.3,0.0,-87.79,70.6
2020,10,2020-10,31,31,0,7.461,2.113,12.761,10.648,-3.7,2,8,-3.7,235.0,29,6.5,12.1,0.0,-66.09,64.2
2020,11,2020-11,30,30,1,5.1,-0.062,10.225,10.287,-9.6,5,16,-13.3,162.6,25,8.5,11.7,0.0,-75.02,62.2
2020,12,2020-12,31,31,0,-1.855,-5.132,1.445,6.577,-74.8,21,19,-88.1,17.3,10,6.2,7.3,0.0,-38.02,58.75
2021,1,2021-01,31,31,0,-4.165,-7.129,-1.168,5.961,-131.0,29,13,-219.1,1.9,2,5.6,4.7,0.0,-28.66,19.4
2021,2,2021-02,28,28,0,-7.893,-12.55,-3.2,9.35,-225.1,25,8,-444.2,4.1,3,11.2,6.0,0.0,-29.74,16.65
2021,3,2021-03,31,31,1,2.274,-4.379,8.915,13.294,-47.2,11,22,-491.4,117.7,20,8.1,7.2,0.0,-36.81,32.9
2021,4,2021-04,30,30,0,7.04,0.993,13.043,12.05,-4.8,3,14,-496.2,216.0,27,7.4,6.2,0.0,-67.98,61.65
2021,5,2021-05,31,31,0,11.626,4.21,18.99,14.781,0.0,0,4,-496.2,360.4,31,6.3,6.9,0.0,-81.8,30.5
2021,6,2021-06,30,30,1,20.028,13.668,26.342,12.673,0.0,0,0,-496.2,600.85,30,7.2,5.7,0.0,-82.39,136.4
2021,7,2021-07,31,31,1,19.173,13.295,24.982,11.687,0.0,0,0,-496.2,594.35,31,4.6,5.1,0.0,-98.55,82.4
2021,8,2021-08,31,31,0,20.987,14.058,27.874,13.816,0.0,0,0,-496.2,650.6,31,4.5,5.5,0.0,-83.92,49.9
2021,9,2021-09,30,30,0,15.397,8.8,21.957,13.157,0.0,0,0,-496.2,461.9,30,5.9,6.2,0.0,-87.79,177.8
2021,10,2021-10,31,31,0,12.284,8.081,16.445,8.365,0.0,0,1,0.0,380.8,31,7.6,7.4,0.0,-66.09,89.1
2021,11,2021-11,30,30,1,2.218,-2.422,6.835,9.257,-18.8,7,21,-18.8,85.35,23,6.7,5.4,0.0,-75.02,31.65
2021,12,2021-12,31,31,0,-0.058,-3.677,3.568,7.245,-48.9,16,20,-67.7,47.1,15,7.7,10.1,0.0,-38.02,52.3
2022,1,2022-01,31,31,0,-10.442,-16.223,-4.629,11.594,-323.7,31,6,-391.4,0.0,0,9.7,13.1,0.0,-28.66,15.4
2022,2,2022-02,28,28,0,-6.679,-11.932,-1.371,10.561,-190.3,27,12,-581.7,3.3,1,9.7,8.2,0.0,-29.74,25.85
2022,3,2022-03,31,31,1,-0.339,-5.279,4.626,9.905,-75.1,18,18,-656.8,64.6,13,10.4,9.1,0.0,-36.81,42.4
2022,4,2022-04,30,30,0,5.257,-0.49,10.983,11.473,-3.0,4,17,-659.8,160.7,26,7.7,9.5,0.0,-67.98,42.8
2022,5,2022-05,31,31,0,13.752,6.848,20.6,13.752,0.0,0,1,-659.8,426.3,31,6.9,9.3,0.0,-81.8,60.6
2022,6,2022-06,30,30,1,17.1,9.275,24.877,15.602,0.0,0,0,-659.8,513.0,30,7.0,6.2,0.0,-82.39,51.5
2022,7,2022-07,31,31,0,19.945,12.113,27.745,15.632,0.0,0,0,-659.8,618.3,31,3.3,7.4,0.0,-98.55,18.7
2022,8,2022-08,31,31,1,19.965,12.537,27.331,14.794,0.0,0,0,-659.8,618.9,31,4.2,4.8,0.0,-83.92,42.1
2022,9,2022-09,30,30,0,15.95,9.097,22.73,13.633,0.0,0,0,-659.8,478.5,30,5.4,9.0,0.0,-87.79,22.2
2022,10,2022-10,31,31,1,8.356,1.232,15.442,14.21,0.0,0,15,0.0,259.05,31,8.3,11.3,0.0,-66.09,41.3
2022,11,2022-11,30,30,0,3.763,-1.013,8.523,9.537,-23.1,9,15,-23.1,136.0,21,5.5,7.0,0.0,-75.02,28.3
2022,12,2022-12,31,31,0,-1.994,-5.042,1.065,6.106,-95.1,22,11,-118.2,33.3,9,5.7,6.5,0.0,-38.02,53.3
2023,1,2023-01,31,31,0,-2.3,-5.026,0.455,5.481,-85.7,20,13,-203.9,14.4,11,5.9,5.3,0.0,-28.66,49.4
2023,2,2023-02,28,28,1,-2.832,-7.53,1.864,9.395,-95.5,18,18,-299.4,16.2,10,12.3,10.2,0.0,-29.74,58.4
2023,3,2023-03,31,31,1,-0.832,-4.931,3.277,8.208,-57.4,19,23,-356.8,31.6,12,7.3,7.1,0.0,-36.81,71.65
2023,4,2023-04,30,30,3,7.802,1.48,14.078,12.598,-0.9,2,13,-357.7,234.95,28,6.4,8.2,0.0,-67.98,96.25
2023,5,2023-05,31,31,1,11.494,3.627,19.321,15.694,0.0,0,3,-357.7,356.3,31,5.8,6.5,0.0,-81.8,47.0
2023,6,2023-06,30,30,2,17.387,10.483,24.247,13.763,0.0,0,0,-357.7,521.6,30,5.6,6.4,0.0,-82.39,70.9
2023,7,2023-07,31,31,0,19.703,13.161,26.203,13.042,0.0,0,0,-357.7,610.8,31,2.7,6.5,0.0,-98.55,166.4
2023,8,2023-08,31,31,1,17.74,11.887,23.527,11.64,0.0,0,0,-357.7,549.95,31,5.4,7.4,0.0,-83.92,106.85
2023,9,2023-09,30,30,2,16.07,10.14,21.953,11.813,0.0,0,0,-357.7,482.1,30,6.1,5.4,0.0,-87.79,32.1
2023,10,2023-10,31,31,0,10.677,5.932,15.374,9.442,0.0,0,3,0.0,331.0,31,8.2,8.4,0.0,-66.09,49.3
2023,11,2023-11,30,30,0,2.08,-2.843,6.97,9.813,-20.7,9,21,-20.7,83.1,21,7.2,6.5,0.0,-75.02,41.1
2023,12,2023-12,31,31,0,1.848,-0.577,4.261,4.839,-13.8,11,17,-34.5,71.1,20,6.5,6.1,0.0,-38.02,67.3
2024,1,2024-01,31,31,0,-3.506,-5.903,-1.094,4.81,-118.9,21,14,-153.4,10.2,9,6.1,9.1,0.0,-28.66,82.4
2024,2,2024-02,29,29,0,-1.272,-6.421,3.897,10.317,-71.8,19,19,-225.2,34.9,10,8.5,10.6,0.0,-29.74,14.9
2024,3,2024-03,31,31,1,2.516,-2.36,7.394,9.753,-32.7,9,16,-257.9,110.7,21,5.5,6.8,0.0,-36.81,70.45
2024,4,2024-04,30,30,0,7.693,2.277,13.08,10.803,0.0,0,9,-257.9,230.8,30,8.5,7.1,0.0,-67.98,108.0
2024,5,2024-05,31,31,0,14.619,7.79,21.397,13.606,0.0,0,0,-257.9,453.2,31,5.0,3.2,0.0,-81.8,102.1
2024,6,2024-06,30,30,0,18.53,12.14,24.873,12.733,0.0,0,0,-257.9,555.9,30,7.5,5.8,0.0,-82.39,81.5
2024,7,2024-07,31,31,1,20.426,13.815,26.989,13.174,0.0,0,0,-257.9,633.2,31,5.9,4.1,0.0,-98.55,149.25
2024,8,2024-08,31,31,0,18.971,12.429,25.477,13.048,0.0,0,0,-257.9,588.1,31,3.9,7.6,0.0,-83.92,103.5
2024,9,2024-09,30,30,1,16.593,9.352,23.788,14.437,0.0,0,0,-257.9,497.8,30,4.1,6.1,0.0,-87.79,23.4
2024,10,2024-10,31,31,1,9.732,2.258,17.155,14.897,0.0,0,13,0.0,301.7,31,9.3,6.9,0.0,-66.09,32.0
2024,11,2024-11,30,30,3,5.078,0.823,9.29,8.467,-6.25,2,13,-6.25,158.6,27,9.0,5.7,0.0,-75.02,62.3
2024,12,2024-12,31,31,0,-2.268,-5.69,1.161,6.852,-104.1,20,10,-110.35,33.8,11,10.4,7.2,0.0,-38.02,67.4
2025,1,2025-01,31,31,0,-7.452,-11.184,-3.671,7.513,-231.2,30,8,-341.55,0.2,1,7.1,6.7,0.0,-28.66,10.4
2025,2,2025-02,28,28,1,-6.523,-10.014,-2.984,7.03,-187.05,24,6,-528.6,4.4,4,7.8,4.8,0.0,-29.74,78.6
2025,3,2025-03,31,31,0,1.371,-4.394,7.126,11.519,-40.6,11,26,-569.2,83.1,20,7.4,7.2,0.0,-36.81,61.0
2025,4,2025-04,30,30,0,6.6,-0.123,13.267,13.39,-5.0,2,14,-574.2,203.0,28,10.0,7.6,0.0,-67.98,68.2
2025,5,2025-05,31,31,0,11.881,6.145,17.558,11.413,0.0,0,2,-574.2,368.3,31,5.3,8.2,0.0,-81.8,97.2
2025,6,2025-06,30,30,2,19.103,12.86,25.28,12.42,0.0,0,0,-574.2,573.1,30,7.0,6.6,0.0,-82.39,72.9
2025,7,2025-07,31,31,1,21.165,13.919,28.366,14.447,0.0,0,0,-574.2,656.1,31,5.8,5.1,0.0,-98.55,62.7
2025,8,2025-08,31,31,0,18.855,11.813,25.839,14.026,0.0,0,0,-574.2,584.5,31,2.7,4.1,0.0,-83.92,44.0
2025,9,2025-09,30,30,4,16.085,8.325,23.79,15.465,0.0,0,0,-574.2,482.55,30,3.1,4.7,0.0,-87.79,94.2
2025,10,2025-10,31,31,2,9.494,3.077,15.852,12.774,0.0,0,8,0.0,294.3,31,11.5,8.4,0.0,-66.09,41.8
2025,11,2025-11,30,30,0,1.91,-2.23,6.027,8.257,-15.6,9,19,-15.6,72.9,20,5.5,5.8,0.0,-75.02,35.0
2025,12,2025-12,31,31,0,-6.348,-11.535,-1.116,10.419,-200.6,27,13,-216.2,3.8,4,9.3,8.2,0.0,-38.02,73.5
